airport￨root
one￨nummod way￨root
ci0￨compound airport￨root
ground￨root ci0￨punct
code￨compound al0￨root
ci0￨compound airport￨root
al0￨root fn0￨flat
describ￨root ap0￨flat
ground￨compound transport￨root ci0￨punct
ground￨compound transport￨root ci0￨punct
what￨root is￨cop sa￨appos
what￨nsubj is￨cop ap0￨root
what￨nsubj is￨cop ap0￨root
onli￨discourse show￨root al0￨punct
explain￨root restrict￨xcomp rc0￨punct
give￨root me￨iobj a￨det flight￨obj from￨case ci2￨nmod to￨case ci0￨obl and￨cc ci1￨conj citi￨obj to￨mark ci0￨advcl on￨case da0￨obl that￨det arriv￨obl:tmod at￨case the￨det same￨amod time￨obl
i￨nsubj would￨aux like￨root to￨mark know￨xcomp the￨det flight￨obj that￨nsubj are￨aux avail￨acl:relcl leav￨xcomp out￨case of￨case ci1￨obl to￨mark ci0￨advcl on￨case da0￨det night￨obl after￨advmod ti0￨punct
i￨nsubj would￨aux like￨root to￨mark know￨xcomp the￨det latest￨amod flight￨obj on￨case da0￨nmod you￨nsubj have￨aux leav￨acl:relcl from￨case ci1￨obl to￨case ci0￨nmod which￨nsubj offer￨parataxis a￨det meal￨obj
what￨det flight￨obj do￨aux you￨nsubj have￨root in￨case the￨det morn￨obl of￨case mn0￨compound dn0￨nmod on￨case al0￨nmod from￨case ci1￨obl to￨case ci0￨nmod and￨cc a￨det stopov￨conj in￨case ci2￨nmod
what￨root is￨cop the￨det cost￨nsubj of￨case a￨det round￨amod trip￨compound flight￨nmod from￨case ci0￨nmod to￨mark ci1￨nsubj begin￨acl on￨case mn0￨det dn0￨obl and￨cc return￨conj on￨case mn1￨obl dn1￨punct
i￨nsubj would￨aux like￨root to￨mark know￨xcomp what￨det type￨nsubj:pass of￨case aircraft￨nmod will￨aux be￨aux:pass use￨ccomp on￨case the￨det morn￨obl of￨case mn0￨compound dn0￨nmod from￨case ci0￨obl to￨case ci1￨nmod
okay￨discourse that￨det one￨nsubj great￨root too￨advmod now￨advmod we￨nsubj 'r￨aux go￨parataxis to￨mark go￨xcomp on￨case mn0￨det dn0￨compound ci0￨obl to￨mark ci1￨advcl the￨det latest￨amod nighttim￨obj departur￨case one￨nummod way￨obl
would￨aux you￨nsubj be￨cop abl￨root to￨mark put￨xcomp me￨obj on￨case a￨det flight￨obl with￨case al0￨nmod leav￨case the￨det morn￨obl of￨case mn0￨compound dn0￨nmod from￨case ci1￨nmod to￨case ci0￨nmod
i￨nsubj need￨root a￨det flight￨obj from￨case ci0￨nmod to￨case ci1￨obl which￨nsubj will￨aux get￨acl:relcl me￨obj into￨case ci1￨obl by￨case ti0￨obl or￨cc as￨advmod soon￨advmod thereaft￨mark as￨advmod possibl￨advcl
on￨case m￨nummod n￨case 0￨nummod dn0￨obl of￨case this￨det year￨nmod yr0￨punct i￨nsubj 'd￨aux like￨root to￨mark fli￨xcomp from￨case ci0￨obl to￨case ci1￨obl and￨cc i￨nsubj 'd￨aux like￨conj to￨mark fli￨xcomp on￨case al0￨obl
okay￨root just￨advmod on￨case m￨nummod n￨compound 0￨obl dn0￨punct
show￨root me￨iobj all￨det flight￨obj on￨case da0￨nmod from￨case ci0￨obl to￨case ci1￨nmod which￨nsubj arriv￨acl:relcl in￨case ci1￨obl befor￨case ti0￨nummod o'clock￨nummod pm￨obl and￨cc serv￨conj a￨det meal￨obj
okay￨discourse i￨nsubj 'd￨aux like￨root a￨det nonstop￨amod flight￨obj from￨case ci0￨nmod to￨mark ci1￨advcl that￨det arriv￨obj in￨case ci1￨obl in￨case the￨det earli￨amod afternoon￨obl on￨case da0￨compound mn0￨nmod dn0￨punct
give￨root me￨iobj a￨det flight￨obj from￨case ci0￨compound citi￨nmod to￨case ci1￨obl and￨cc a￨det flight￨conj from￨case ci2￨nmod to￨mark ci1￨acl that￨det arriv￨obj at￨case the￨det same￨amod time￨obl
sure￨discourse i￨nsubj 'd￨aux like￨root to￨mark determin￨xcomp what￨det aircraft￨nsubj are￨aux use￨ccomp on￨case m￨compound n￨case 0￨nmod dn0￨compound leav￨obl from￨case ci0￨nmod and￨cc arriv￨conj in￨case ci1￨nmod on￨case mn0￨nmod dn0￨punct
i￨nsubj want￨root a￨det flight￨obj from￨case ci0￨nmod to￨case ci1￨obl then￨advmod from￨case ci1￨obl to￨mark ci2￨nmod then￨advmod from￨case ci2￨nmod back￨advmod to￨mark ci1￨advcl back￨advmod to￨case ci0￨obl
i￨nsubj would￨aux like￨root to￨mark book￨xcomp a￨det flight￨obj from￨case ci0￨nmod to￨case ci1￨obl on￨case m￨compound n0￨compound dn0￨obl i￨nsubj 'd￨aux like￨parataxis it￨obj to￨mark be￨cop the￨det cheapest￨amod flight￨xcomp
i￨nsubj need￨root a￨det return￨compound flight￨obj from￨case ci1￨nmod to￨mark ci0￨advcl leav￨compound ci1￨obj around￨case ti0￨obl in￨case the￨det even￨advmod on￨case the￨det day￨compound follow￨obl next￨advmod da0￨punct
i￨nsubj 'd￨aux like￨root to￨mark take￨xcomp a￨det flight￨obj that￨nsubj begin￨acl:relcl in￨case ci1￨obl and￨cc land￨conj at￨case ci0￨obl but￨cc i￨nsubj 'd￨aux like￨conj to￨mark stop￨xcomp over￨advmod in￨advmod ci2￨punct
could￨aux you￨nsubj pleas￨root give￨xcomp me￨obj inform￨xcomp concern￨obj al0￨case a￨det flight￨nmod from￨case ci0￨nmod to￨mark ci1￨advcl the￨det earliest￨amod one￨obj in￨case the￨det morn￨obl as￨advmod possibl￨fixed
i￨nsubj want￨root to￨mark go￨xcomp from￨case ci0￨obl to￨case ci1￨det round￨amod trip￨obl and￨cc make￨conj a￨det stop￨obj at￨case ci2￨obl may￨aux i￨nsubj have￨advcl the￨det cheapest￨amod fare￨obj
i￨nsubj need￨root to￨mark fli￨xcomp from￨case ci0￨obl to￨case ci1￨det pleas￨obl give￨advcl me￨iobj the￨det time￨obj of￨case your￨nmod:poss flight￨nmod in￨case the￨det morn￨obl befor￨case ti0￨nummod o'clock￨nmod
i￨nsubj want￨root inform￨xcomp on￨case flight￨obl from￨case ci1￨nmod to￨case ci0￨obl i￨nsubj want￨ccomp to￨mark leav￨xcomp after￨mark ti0￨advcl on￨case da0￨obl or￨cc befor￨mark ti1￨conj on￨advmod da1￨punct
m￨compound n0￨vocative dn0￨punct what￨root is￨cop the￨det cost￨nsubj of￨case a￨det round￨amod trip￨compound ticket￨compound travel￨compound first￨amod class￨nmod on￨case al0￨det leav￨nmod from￨case ci0￨nmod go￨parataxis to￨case ci1￨obl
i￨nsubj would￨aux like￨root to￨mark book￨xcomp a￨det flight￨obj for￨case mn0￨det dn0￨nmod with￨case al0￨obl from￨case ci0￨nmod to￨mark ci1￨advcl what￨det flight￨obj do￨aux you￨nsubj have￨ccomp avail￨obj
i￨nsubj 'm￨cop sorri￨root i￨nsubj want￨ccomp to￨mark fli￨xcomp al0￨obj is￨ccomp there￨expl a￨det flight￨nsubj between￨case ci1￨nmod and￨cc ci2￨conj with￨case a￨det stopov￨nmod in￨case ci0￨compound on￨nmod al0￨punct
i￨nsubj want￨root to￨mark fli￨xcomp from￨case ci0￨obl to￨case ci1￨obl and￨cc i￨nsubj do￨aux n't￨advmod want￨conj ani￨compound stopov￨obj and￨cc i￨nsubj 'd￨aux like￨conj to￨mark fli￨xcomp onli￨obl dure￨case the￨det afternoon￨obl
i￨nsubj 'd￨aux like￨root to￨mark go￨xcomp from￨case ci0￨obl to￨case ci1￨compound sometim￨obl after￨mark ti0￨obl can￨aux you￨nsubj tell￨advcl me￨iobj the￨det flight￨obj that￨nsubj could￨aux do￨acl:relcl that￨obj for￨case me￨obl
i￨nsubj would￨aux like￨root first￨amod flight￨obj into￨case ci0￨obl from￨case ci1￨obl on￨case mn0￨compound dn0￨obl and￨cc the￨det last￨amod flight￨conj from￨case ci0￨nmod to￨case ci1￨nmod on￨case mn0￨nmod dn0￨punct
on￨case da0￨obl i￨nsubj would￨aux like￨root to￨mark travel￨xcomp from￨case ci0￨compound north￨compound carolina￨obl to￨case ci1￨compound arizona￨obl i￨nsubj would￨aux like￨parataxis to￨mark arriv￨xcomp in￨case ci1￨obl befor￨advmod ti0￨punct
i￨nsubj want￨root to￨mark fli￨xcomp from￨case ci0￨obl to￨mark ci1￨advcl on￨case al0￨obl and￨cc arriv￨conj at￨case around￨advmod ti0￨nummod o'clock￨obl in￨case the￨det afternoon￨nmod show￨conj me￨iobj all￨det flight￨obj
i￨nsubj 'm￨aux look￨root for￨case a￨det flight￨obl from￨case ci2￨nmod to￨case ci0￨obl that￨nsubj stop￨acl:relcl in￨advmod ci1￨nsubj hope￨parataxis a￨det dinner￨compound flight￨obj how￨advmod can￨aux i￨nsubj find￨ccomp that￨obj out￨compound:prt
is￨cop the￨det al0￨compound fn0￨root from￨case ci0￨nmod to￨mark ci1￨acl a￨det flight￨obj that￨nsubj goe￨acl:relcl straight￨advmod through￨advmod from￨case ci0￨obl to￨mark ci1￨advcl without￨case stop￨obl at￨case anoth￨compound citi￨obl
how￨advmod can￨aux i￨nsubj get￨root from￨case ci0￨obl to￨case ci1￨obl and￨cc back￨conj in￨case the￨det same￨amod day￨obl and￨cc have￨conj the￨det most￨amod hour￨obj on￨case the￨det ground￨nmod in￨case ci1￨nmod
i￨nsubj want￨root to￨mark know￨xcomp the￨det time￨obj of￨case the￨det latest￨amod flight￨nmod i￨nsubj can￨aux take￨acl:relcl from￨case ci1￨obl to￨mark ci0￨advcl where￨mark i￨nsubj can￨aux get￨advcl a￨det dinner￨compound meal￨obj
i￨nsubj would￨aux like￨root to￨mark find￨xcomp a￨det flight￨obj that￨nsubj goe￨acl:relcl from￨case ci1￨obl to￨mark ci2￨advmod make￨advcl a￨det stop￨obj in￨case ci0￨nmod and￨cc a￨det flight￨conj that￨nsubj serv￨compound lunch￨acl:relcl
find￨root a￨det flight￨obj between￨case ci0￨nmod and￨cc ci1￨advmod the￨det flight￨nsubj should￨aux leav￨conj in￨case the￨det afternoon￨obl and￨cc arriv￨conj near￨case ti0￨obl the￨det flight￨nsubj should￨aux also￨advmod be￨cop nonstop￨parataxis
show￨root me￨iobj the￨det flight￨obj that￨nsubj leav￨acl:relcl on￨case da0￨det morn￨obl from￨case ci0￨obl to￨case ci1￨nmod and￨cc includ￨conj whether￨mark meal￨nsubj are￨aux offer￨ccomp and￨cc what￨conj the￨det price￨nsubj are￨cop
show￨root me￨iobj all￨det flight￨obj from￨case ci0￨nmod to￨case ci1￨compound leav￨nmod on￨case a￨det da0￨obl and￨cc show￨conj me￨iobj all￨det flight￨obj from￨case ci1￨nmod to￨case ci0￨nmod leav￨acl on￨obl da1￨punct
find￨root a￨det flight￨obj between￨case ci0￨nmod and￨cc ci1￨conj the￨det flight￨nsubj should￨aux be￨cop in￨case the￨det afternoon￨ccomp and￨cc arriv￨conj close￨xcomp to￨case ti0￨obl the￨det flight￨nsubj should￨aux be￨cop nonstop￨acl:relcl
thank￨root you￨obj for￨case that￨det inform￨obl now￨advmod i￨nsubj would￨aux like￨parataxis inform￨xcomp on￨case a￨det flight￨obl on￨case mn0￨det dn0￨nmod from￨case ci0￨nmod to￨case ci1￨compound earli￨nmod in￨case the￨det morn￨nmod
find￨root a￨det flight￨obj from￨case ci2￨nmod to￨case ci0￨obl that￨nsubj stop￨acl:relcl in￨case ci1￨obl that￨det serv￨compound dinner￨obj and￨cc i￨nsubj want￨conj to￨mark find￨xcomp the￨det airlin￨obj for￨case this￨det flight￨nmod
pleas￨nsubj list￨root all￨det flight￨obj on￨case al0￨nmod and￨cc al1￨conj that￨nsubj go￨acl:relcl into￨case ci0￨obl and￨cc all￨det flight￨conj on￨case al1￨nmod and￨cc al0￨conj that￨det fli￨obj out￨case of￨case ci0￨obl
okay￨discourse and￨cc can￨aux you￨nsubj tell￨advcl me￨obj for￨case flight￨obl depart￨xcomp from￨case ci0￨obl to￨mark ci1￨advcl the￨det latest￨amod flight￨obj you￨nsubj would￨aux have￨aux depart￨root from￨case ci0￨obl to￨case ci1￨obl
i￨nsubj would￨aux like￨root first￨amod flight￨obj from￨case ci0￨nmod into￨case ci1￨obl on￨case mn0￨compound dn0￨obl and￨cc the￨det last￨amod flight￨conj from￨case ci1￨nmod back￨advmod to￨case ci0￨obl on￨case mn0￨nmod dn0￨punct
list￨root all￨det flight￨obj from￨case ci0￨obl to￨mark ci1￨advcl that￨mark fli￨obj nonstop￨advmod on￨case da0￨nmod and￨cc list￨compound flight￨conj from￨case ci2￨nmod to￨case ci1￨nmod that￨nsubj fli￨acl:relcl nonstop￨advmod on￨case da0￨obl
i￨nsubj would￨aux like￨root to￨mark fli￨xcomp from￨case ci0￨obl to￨mark ci1￨advcl da0￨compound morn￨obj from￨case ci1￨obl to￨case ci2￨compound da1￨compound morn￨obl and￨cc from￨case ci2￨conj to￨mark ci0￨acl on￨case da2￨compound morn￨obl
i￨nsubj would￨aux like￨root the￨det flight￨obj avail￨xcomp from￨case ci0￨obl to￨mark ci1￨advcl arriv￨obj in￨case ci1￨obl on￨case ti0￨nummod o'clock￨compound da0￨compound morn￨obl on￨case or￨cc by￨conj ti0￨nummod o'clock￨compound da0￨compound morn￨nmod
i￨nsubj live￨root in￨case ci1￨obl and￨cc i￨nsubj would￨aux like￨conj to￨mark make￨xcomp a￨det trip￨obj to￨case ci0￨nmod can￨aux you￨nsubj tell￨parataxis me￨obj which￨nsubj airlin￨aux connect￨ccomp with￨case those￨det two￨nummod citi￨obl
i￨nsubj need￨root a￨det list￨obj of￨case flight￨nmod from￨case ci0￨compound florida￨nmod to￨mark ci1￨advcl washington￨compound leav￨obj tomorrow￨obl:tmod and￨cc i￨nsubj would￨aux like￨conj to￨mark have￨xcomp a￨det stopov￨obj in￨case ci2￨det pleas￨nmod
i￨nsubj am￨cop interest￨root in￨mark book￨acl an￨det earli￨amod morn￨compound flight￨obj from￨case ci0￨nmod into￨case ci1￨obl on￨case mn0￨compound dn0￨obl and￨cc return￨conj late￨advmod in￨case the￨det even￨advmod of￨case mn0￨obl dn0￨punct
okay￨discourse for￨case now￨obl i￨nsubj would￨aux like￨root inform￨xcomp on￨case a￨det flight￨obl on￨case mn0￨det dn0￨nmod from￨case ci0￨nmod to￨case ci1￨compound leav￨compound earli￨nmod in￨case the￨det morn￨obl about￨case ti0￨nummod o'clock￨nmod
i￨nsubj would￨aux like￨root to￨mark book￨xcomp a￨det flight￨obj go￨xcomp from￨case ci0￨obl to￨case ci1￨obl on￨case m￨obl n￨case 0￨nmod dn0￨cc i￨nsubj would￨aux like￨conj to￨mark stop￨xcomp in￨case ci2￨obl on￨case the￨det way￨obl
i￨nsubj would￨aux like￨root a￨det flight￨obj between￨case ci1￨compound and￨cc ci0￨conj leav￨nmod from￨case ci1￨obl in￨case the￨det afternoon￨obl and￨cc arriv￨conj at￨case ti0￨obl it￨nsubj must￨aux be￨cop a￨det nonstop￨amod flight￨parataxis
are￨root there￨expl ani￨det other￨amod citi￨nsubj that￨obj i￨nsubj can￨aux fli￨acl:relcl from￨case ci0￨obl to￨mark ci1￨advcl through￨obl that￨mark i￨nsubj can￨aux get￨ccomp a￨det flight￨obj earlier￨advmod than￨case ti0￨obl in￨case the￨det morn￨obl
i￨nsubj would￨aux like￨root to￨mark find￨xcomp out￨compound:prt what￨det flight￨nsubj there￨expl are￨ccomp on￨case da0￨compound mn0￨compound dn0￨obl from￨case ci0￨obl to￨case ci1￨nmod and￨cc then￨advmod from￨case ci1￨conj to￨mark ci2￨nsubj thank￨acl you￨obj
may￨aux i￨nsubj pleas￨root see￨xcomp airlin￨obj and￨cc flight￨compound number￨conj from￨case ci0￨obl to￨case ci1￨obl on￨case the￨det same￨amod date￨obl mn￨appos 0￨nummod dn0￨cc also￨advmod arriv￨conj in￨case ci1￨obl befor￨advmod ti0￨nsubj thank￨parataxis you￨obj
okay￨discourse what￨nsubj i￨nsubj 'd￨aux like￨acl:relcl to￨mark do￨xcomp on￨case this￨det one￨obl is￨aux go￨root from￨case ci0￨obl to￨case ci1￨obl i￨nsubj want￨parataxis a￨det nonstop￨obj and￨cc i￨nsubj 'd￨aux like￨conj to￨mark leav￨xcomp around￨advmod ti0￨punct
i￨nsubj 'd￨aux like￨root to￨mark see￨xcomp flight￨obj from￨case ci0￨obl to￨mark ci1￨advcl that￨det arriv￨obj befor￨case ti0￨obl and￨cc i￨nsubj 'd￨aux like￨conj to￨mark see￨xcomp flight￨obj from￨case ci2￨nmod to￨mark ci1￨advcl that￨det arriv￨obj befor￨advmod ti0￨punct
i￨nsubj would￨aux like￨root to￨mark find￨xcomp flight￨obj from￨case ci0￨obl to￨mark ci1￨advcl on￨case da0￨det mn0￨compound dn0￨compound earli￨obl in￨case the￨det morn￨obl or￨cc in￨case the￨det even￨advmod da1￨compound mn0￨compound dn￨conj 1￨nummod thank￨parataxis you￨obj
my￨nmod:poss destin￨nsubj is￨cop ci0￨root i￨nsubj live￨ccomp in￨case ci1￨obl i￨nsubj would￨aux like￨parataxis a￨det flight￨obj on￨case mn￨compound 0￨nummod dn0￨nmod in￨case the￨det morn￨obl on￨case ani￨compound airlin￨nmod that￨nsubj will￨aux get￨parataxis me￨obj there￨advmod
i￨nsubj 'd￨aux like￨root to￨mark see￨xcomp flight￨obj from￨case ci0￨obl to￨mark ci1￨advcl that￨det arriv￨obj befor￨case ti0￨obl and￨cc i￨nsubj 'd￨aux like￨conj to￨mark see￨xcomp flight￨obj from￨case ci2￨nmod to￨mark ci1￨advcl that￨det arriv￨obj befor￨advmod ti0￨punct
okay￨discourse what￨obj i￨nsubj would￨aux like￨csubj to￨mark know￨xcomp is￨root doe￨compound al0￨nsubj fn0￨ccomp from￨case ci2￨obl to￨mark ci0￨advcl with￨case a￨det stop￨obl in￨case ci1￨det serv￨compound dinner￨nmod that￨nsubj al0￨acl:relcl fn0￨obj or￨cc 163￨conj
i￨nsubj need￨root to￨mark spend￨xcomp much￨obj of￨case a￨det day￨obl on￨case the￨det ground￨obl in￨case ci0￨obl find￨advcl me￨iobj an￨det earli￨amod flight￨obj from￨case ci1￨nmod and￨cc the￨det lastest￨amod possibl￨amod flight￨conj back￨advmod from￨case ci0￨obl
