airport￨NN￨root￨ROOT
one￨CD￨nummod￨way way￨NN￨root￨ROOT
ci0￨NNP￨compound￨airport airport￨NN￨root￨ROOT
ground￨NN￨root￨ROOT ci0￨.￨punct￨ground
code￨NN￨compound￨al0 al0￨NN￨root￨ROOT
ci0￨NNP￨compound￨airport airport￨NN￨root￨ROOT
al0￨NNP￨root￨ROOT fn0￨NNP￨flat￨al0
describ￨NNP￨root￨ROOT ap0￨NNP￨flat￨describ
ground￨NN￨compound￨transport transport￨NN￨root￨ROOT ci0￨.￨punct￨transport
ground￨NN￨compound￨transport transport￨NN￨root￨ROOT ci0￨.￨punct￨transport
what￨WP￨root￨ROOT is￨VBZ￨cop￨what sa￨NNP￨appos￨what
what￨WP￨nsubj￨ap0 is￨VBZ￨cop￨ap0 ap0￨JJ￨root￨ROOT
what￨WP￨nsubj￨ap0 is￨VBZ￨cop￨ap0 ap0￨JJ￨root￨ROOT
onli￨UH￨discourse￨show show￨VB￨root￨ROOT al0￨.￨punct￨show
explain￨VB￨root￨ROOT restrict￨VB￨xcomp￨explain rc0￨.￨punct￨explain
show￨VB￨root￨ROOT me￨PRP￨iobj￨show the￨DT￨det￨price price￨NN￨obj￨show of￨IN￨case￨ticket first￨JJ￨amod￨class class￨NN￨compound￨ticket ticket￨NN￨nmod￨price on￨IN￨case￨trip al0￨DT￨det￨trip round￨JJ￨amod￨trip trip￨NN￨obl￨show from￨IN￨case￨ci0 ci0￨NNP￨nmod￨trip to￨IN￨case￨ci1 ci1￨NNP￨nmod￨ci0
i￨PRP￨nsubj￨like like￨VBP￨root￨ROOT to￨TO￨mark￨see see￨VB￨xcomp￨like the￨DT￨det￨inform inform￨NN￨obj￨see for￨IN￨case￨flight flight￨NN￨nmod￨inform from￨IN￨case￨ci1 ci1￨NNP￨nmod￨flight to￨IN￨case￨ci1 ci0￨NNP￨compound￨leav leav￨NN￨compound￨ci1 ci1￨NN￨obl￨see after￨RB￨advmod￨see ti0￨.￨punct￨like
show￨VB￨root￨ROOT me￨PRP￨iobj￨show all￨DT￨det￨flight flight￨NN￨obj￨show from￨IN￨case￨ci0 ci0￨NNP￨nmod￨flight to￨IN￨case￨ci1 ci1￨NNP￨nmod￨flight which￨WDT￨nsubj￨leav leav￨VBZ￨acl:relcl￨flight on￨IN￨case￨da0 da0￨NN￨obl￨leav after￨IN￨case￨am ti0￨CD￨nummod￨am o'clock￨NN￨nummod￨am am￨NN￨obl￨leav
list￨VB￨root￨ROOT all￨DT￨det￨flight flight￨NN￨obj￨list go￨VB￨parataxis￨list from￨IN￨case￨ci0 ci0￨NN￨obl￨go to￨IN￨case￨ci1 ci1￨NNP￨obl￨go on￨IN￨case￨da0 da0￨NNP￨obl￨go after￨IN￨case￨pm ti0￨CD￨nummod￨pm o'clock￨CD￨nummod￨pm pm￨NN￨obl￨go on￨IN￨case￨da0 da0￨NNP￨nmod￨pm
i￨PRP￨nsubj￨like would￨MD￨aux￨like like￨VB￨root￨ROOT to￨TO￨mark￨book book￨VB￨xcomp￨like an￨DT￨det￨flight earli￨NNP￨compound￨flight morn￨NN￨compound￨flight flight￨NN￨obj￨book from￨IN￨case￨ci0 ci0￨NNP￨nmod￨flight to￨IN￨case￨ci1 ci1￨NNP￨obl￨book on￨IN￨case￨mn0 mn0￨NNP￨obl￨book dn0￨.￨punct￨like
i￨PRP￨nsubj￨need need￨VBP￨root￨ROOT to￨TO￨mark￨fli fli￨VB￨xcomp￨need from￨IN￨case￨ci0 ci0￨NNP￨obl￨fli to￨IN￨case￨ci1 ci1￨NNP￨obl￨fli leav￨VB￨advcl￨fli next￨JJ￨amod￨da0 da0￨NN￨obl:tmod￨leav and￨CC￨cc￨return return￨VB￨conj￨fli the￨DT￨det￨day follow￨NN￨compound￨day day￨NN￨obl:tmod￨return
can￨MD￨aux￨show you￨PRP￨nsubj￨show show￨VB￨root￨ROOT me￨PRP￨iobj￨show the￨DT￨det￨price price￨NN￨obj￨show of￨IN￨case￨flight a￨DT￨det￨flight flight￨NN￨nmod￨price to￨IN￨case￨ci0 ci0￨NNP￨nmod￨flight from￨IN￨case￨ci1 ci1￨NNP￨nmod￨flight on￨IN￨case￨morn da0￨NNP￨compound￨morn morn￨NN￨obl￨show
i￨PRP￨nsubj￨like would￨MD￨aux￨like like￨VB￨root￨ROOT inform￨VB￨xcomp￨like on￨IN￨case￨flight a￨DT￨det￨flight flight￨NN￨obl￨inform between￨IN￨case￨ci1 ci1￨NNP￨nmod￨flight and￨CC￨cc￨ci0 ci0￨NNP￨conj￨ci1 with￨IN￨case￨stopov a￨DT￨det￨stopov stopov￨NN￨obl￨inform in￨IN￨case￨ci2 ci2￨NNP￨nmod￨stopov
pleas￨NNS￨nsubj￨list list￨VBP￨root￨ROOT me￨PRP￨iobj￨list the￨DT￨det￨flight flight￨NN￨obj￨list and￨CC￨cc￨cost their￨PRP$￨nmod:poss￨cost cost￨NN￨conj￨flight of￨IN￨case￨fli all￨DT￨det￨fli airlin￨NN￨compound￨fli fli￨NN￨nmod￨cost from￨IN￨case￨ci0 ci0￨NN￨nmod￨fli to￨IN￨nmod￨ci0 ci1￨.￨punct￨list
list￨VB￨root￨ROOT the￨DT￨det￨flight flight￨NN￨obj￨list on￨IN￨case￨da0 da0￨NN￨obl￨list from￨IN￨case￨ci0 ci0￨NNP￨obl￨list to￨IN￨case￨arriv ci1￨NNP￨compound￨arriv arriv￨NN￨obl￨list in￨IN￨case￨ci1 ci1￨NN￨obl￨list between￨IN￨case￨ti0 ti0￨NN￨nmod￨ci1 and￨CC￨cc￨ti1 ti1￨NNP￨conj￨ti0
show￨VB￨root￨ROOT me￨PRP￨iobj￨show all￨DT￨det￨flight flight￨NN￨obj￨show from￨IN￨case￨ci0 ci0￨NNP￨nmod￨flight to￨IN￨case￨ci1 ci1￨NNP￨nmod￨flight on￨IN￨case￨da0 da0￨NN￨obl￨show which￨WDT￨nsubj￨leav leav￨VBZ￨acl:relcl￨flight after￨IN￨case￨ti0 ti0￨CD￨obl￨leav o'clock￨CD￨nummod￨pm pm￨NN￨obl￨leav
show￨VB￨root￨ROOT me￨PRP￨iobj￨show all￨DT￨det￨flight flight￨NN￨obj￨show from￨IN￨case￨ci1 ci1￨NNP￨nmod￨flight to￨TO￨mark￨ci0 ci0￨VB￨advcl￨show both￨CC￨cc:preconj￨direct direct￨JJ￨obj￨ci0 and￨CC￨cc￨connect connect￨VB￨conj￨ci0 that￨DT￨det￨arriv arriv￨NN￨obj￨connect befor￨RB￨advmod￨connect ti0￨.￨punct￨show
i￨PRP￨nsubj￨like would￨MD￨aux￨like like￨VB￨root￨ROOT to￨TO￨mark￨book book￨VB￨xcomp￨like a￨DT￨det￨flight flight￨NN￨obj￨book from￨IN￨case￨ci1 ci1￨NNP￨nmod￨flight to￨IN￨case￨ci0 ci0￨NNP￨obl￨book befor￨IN￨case￨o'clock ti0￨CD￨nummod￨o'clock o'clock￨NN￨obl￨book on￨IN￨case￨da0 da0￨NNP￨nmod￨o'clock
do￨VBP￨aux￨have you￨PRP￨nsubj￨have have￨VB￨root￨ROOT a￨DT￨det￨al0 al0￨NN￨obj￨have to￨TO￨mark￨ci0 ci0￨VB￨acl￨al0 from￨IN￨case￨ci1 ci1￨NNP￨obl￨ci0 on￨IN￨case￨dn0 mn0￨DT￨det￨dn0 dn0￨NN￨obl￨ci0 in￨IN￨case￨morn the￨DT￨det￨morn earli￨NN￨compound￨morn morn￨NN￨obl￨ci0
yes￨UH￨discourse￨use what￨WDT￨det￨flight flight￨NN￨nsubj:pass￨use will￨MD￨aux￨use be￨VB￨aux:pass￨use use￨VBN￨root￨ROOT on￨IN￨case￨dn0 m￨NN￨compound￨dn0 n0￨NN￨compound￨dn0 dn0￨NN￨obl￨use in￨IN￨case￨morn the￨DT￨det￨morn morn￨NN￨obl￨use from￨IN￨case￨ci0 ci0￨NNP￨nmod￨morn to￨IN￨case￨ci1 ci1￨NNP￨nmod￨ci0
pleas￨NNS￨nsubj￨show show￨VBP￨root￨ROOT me￨PRP￨iobj￨show al0￨DT￨det￨flight nonstop￨JJ￨amod￨flight flight￨NN￨obj￨show between￨IN￨case￨ci1 ci1￨NNP￨nmod￨flight and￨CC￨cc￨ci0 ci0￨PRP￨conj￨ci1 depart￨VB￨conj￨show around￨IN￨case￨ti0 ti0￨NN￨obl￨depart in￨IN￨case￨even the￨DT￨det￨even even￨RB￨advmod￨depart
show￨VB￨root￨ROOT me￨PRP￨iobj￨show flight￨NN￨obj￨show go￨VB￨xcomp￨show from￨IN￨case￨ci0 ci0￨NN￨obl￨go to￨IN￨case￨class ci1￨DT￨det￨class first￨JJ￨amod￨class class￨NN￨obl￨go on￨IN￨case￨da0 da0￨NN￨obl￨go of￨IN￨case￨leav leav￨NN￨nmod￨da0 after￨RB￨advmod￨da0 ti0￨.￨punct￨show
i￨PRP￨nsubj￨like would￨MD￨aux￨like like￨VB￨root￨ROOT to￨TO￨mark￨fli fli￨VB￨xcomp￨like from￨IN￨case￨ci0 ci0￨NNP￨obl￨fli to￨IN￨case￨ci1 ci1￨NNP￨obl￨fli in￨IN￨case￨afternoon the￨DT￨det￨afternoon afternoon￨NN￨obl￨fli what￨WDT￨det￨flight flight￨NN￨nsubj￨there are￨VBP￨cop￨there there￨RB￨acl:relcl￨afternoon
i￨PRP￨nsubj￨like would￨MD￨aux￨like like￨VB￨root￨ROOT to￨TO￨mark￨book book￨VB￨xcomp￨like a￨DT￨det￨flight flight￨NN￨obj￨book for￨IN￨case￨dn0 mn0￨DT￨det￨dn0 dn0￨NN￨nmod￨flight from￨IN￨case￨ci1 ci1￨NNP￨nmod￨dn0 to￨TO￨mark￨ci0 ci0￨VB￨advcl￨book on￨IN￨obl￨ci0 al0￨.￨punct￨like
i￨PRP￨nsubj￨like would￨MD￨aux￨like like￨VB￨root￨ROOT some￨DT￨det￨inform inform￨NN￨obj￨like on￨IN￨case￨flight the￨DT￨det￨flight earliest￨JJS￨amod￨flight flight￨NN￨nmod￨inform you￨PRP￨nsubj￨have have￨VBP￨acl:relcl￨flight leav￨IN￨case￨arriv ci0￨NN￨compound￨arriv arriv￨NN￨obl￨have in￨IN￨case￨ci1 ci1￨NNP￨obl￨have
give￨VB￨root￨ROOT me￨PRP￨iobj￨give all￨PDT￨det:predet￨flight the￨DT￨det￨flight flight￨NN￨obj￨give from￨IN￨case￨ci0 ci0￨NNP￨nmod￨flight to￨IN￨case￨trip ci1￨DT￨det￨trip round￨JJ￨amod￨trip trip￨NN￨nmod￨flight with￨IN￨case￨cost cost￨NN￨nmod￨trip less￨JJR￨advmod￨give than￨IN￨fixed￨less do0￨.￨punct￨give
one￨CD￨nummod￨way way￨NN￨compound￨flight flight￨NN￨nsubj￨leav from￨IN￨case￨ci0 ci0￨NNP￨nmod￨flight to￨IN￨case￨ci1 ci1￨NNP￨nmod￨ci0 leav￨VBP￨root￨ROOT befor￨IN￨mark￨ti0 ti0￨VB￨advcl￨leav on￨IN￨case￨day ani￨NNP￨compound￨day day￨NN￨obl￨ti0 and￨CC￨cc￨class first￨JJ￨amod￨class class￨NN￨conj￨day
show￨VB￨root￨ROOT me￨PRP￨iobj￨show the￨DT￨det￨trip cheapest￨JJS￨amod￨trip flight￨NN￨compound￨trip round￨JJ￨amod￨trip trip￨NN￨obj￨show from￨IN￨case￨ci0 ci0￨NNP￨nmod￨trip to￨IN￨case￨arriv ci1￨NNP￨compound￨arriv arriv￨NN￨nmod￨trip in￨IN￨case￨ci1 ci1￨NNP￨nmod￨arriv befor￨RB￨advmod￨show ti0￨.￨punct￨show
show￨VB￨root￨ROOT me￨PRP￨iobj￨show all￨DT￨det￨flight flight￨NN￨obj￨show that￨WDT￨nsubj￨depart depart￨VBP￨acl:relcl￨flight from￨IN￨case￨ci0 ci0￨NN￨obl￨depart and￨CC￨cc￨go go￨VB￨conj￨show to￨IN￨case￨ci2 either￨CC￨cc:preconj￨ci2 ci1￨NN￨compound￨ci2 ci2￨NN￨obl￨go or￨CC￨cc￨ci3 ci3￨NNP￨conj￨ci2
show￨VB￨root￨ROOT the￨DT￨det￨flight flight￨NN￨obj￨show that￨WDT￨nsubj￨leav leav￨VBP￨acl:relcl￨flight ci0￨NN￨obj￨leav that￨WDT￨nsubj￨go go￨VBP￨acl:relcl￨ci0 to￨IN￨case￨ci1 ci1￨NN￨obl￨go that￨WDT￨nsubj￨leav leav￨VBP￨acl:relcl￨ci0 earli￨NN￨obj￨leav on￨IN￨case￨morn da0￨DT￨det￨morn morn￨NN￨obl￨leav
i￨PRP￨nsubj￨like would￨MD￨aux￨like like￨VB￨root￨ROOT to￨TO￨mark￨book book￨VB￨xcomp￨like an￨DT￨det￨flight earli￨NNP￨compound￨flight morn￨NN￨compound￨flight flight￨NN￨obj￨book from￨IN￨case￨ci0 ci0￨NNP￨nmod￨flight to￨IN￨case￨ci1 ci1￨NNP￨obl￨book on￨IN￨case￨mn0 mn0￨NNP￨obl￨book dn0￨.￨punct￨like
show￨VB￨root￨ROOT all￨DT￨det￨flight flight￨NN￨obj￨show from￨IN￨case￨ci0 ci0￨NNP￨obl￨show to￨TO￨mark￨ci1 ci1￨VB￨advcl￨show on￨IN￨case￨da0 da0￨NN￨obl￨ci1 even￨RB￨advmod￨cost and￨CC￨cc￨cost the￨DT￨det￨cost cost￨NN￨conj￨ci1 of￨IN￨case￨flight each￨DT￨det￨flight flight￨NN￨nmod￨cost
pleas￨NNS￨nsubj￨tell tell￨VBP￨root￨ROOT me￨PRP￨iobj￨tell the￨DT￨det￨type type￨NN￨nsubj￨use of￨IN￨case￨aircraft aircraft￨NN￨nmod￨type use￨VBP￨ccomp￨tell from￨IN￨case￨ci0 ci0￨NN￨obl￨use to￨IN￨case￨ci1 ci1￨NNP￨obl￨use befor￨IN￨case￨o'clock ti0￨CD￨nummod￨o'clock o'clock￨NN￨obl￨use ti0￨.￨punct￨tell
show￨VB￨root￨ROOT me￨PRP￨iobj￨show the￨DT￨det￨arriv flight￨NN￨compound￨arriv arriv￨NN￨obj￨show in￨IN￨case￨ci0 ci0￨NN￨nmod￨arriv on￨IN￨case￨mn mn￨NNP￨obl￨show 0￨CD￨nummod￨mn dn0￨,￨punct￨show leav￨VB￨parataxis￨show either￨CC￨cc:preconj￨ci1 from￨IN￨case￨ci1 ci1￨NN￨obl￨leav or￨CC￨cc￨ci2 ci2￨NNP￨conj￨ci1
i￨PRP￨nsubj￨want want￨VBP￨root￨ROOT to￨TO￨mark￨leav leav￨VB￨xcomp￨want ci0￨NN￨obj￨leav at￨IN￨case￨ti0 ti0￨NN￨obl￨leav and￨CC￨cc￨arriv arriv￨VB￨conj￨leav in￨IN￨case￨ci1 ci1￨NN￨obl￨arriv at￨IN￨case￨ti1 ti1￨NN￨obl￨arriv in￨IN￨case￨morn the￨DT￨det￨morn morn￨NN￨obl￨arriv
i￨PRP￨nsubj￨need need￨VBP￨root￨ROOT to￨TO￨mark￨find find￨VB￨xcomp￨need a￨DT￨det￨flight flight￨NN￨obj￨find from￨IN￨case￨ci1 ci1￨NNP￨nmod￨flight to￨IN￨case￨ci0 ci0￨NNP￨obl￨find that￨WDT￨nsubj￨has has￨VBZ￨acl:relcl￨flight a￨DT￨det￨stopov stopov￨NN￨obj￨has in￨IN￨nmod￨stopov ci2￨.￨punct￨need
in￨IN￨case￨day the￨DT￨det￨day next￨JJ￨amod￨day two￨CD￨nummod￨day day￨NN￨obl￨want i￨PRP￨nsubj￨want want￨VBP￨root￨ROOT to￨TO￨mark￨fli fli￨VB￨xcomp￨want from￨IN￨case￨ci1 ci1￨NNP￨obl￨fli to￨IN￨case￨ci0 ci0￨NNP￨obl￨fli or￨CC￨cc￨ci2 to￨IN￨case￨ci2 ci2￨NNP￨conj￨ci0
let￨VB￨root￨ROOT see￨VB￨xcomp￨let how￨WRB￨advmod￨much much￨RB￨ccomp￨see would￨MD￨aux￨mn0 a￨DT￨det￨flight direct￨JJ￨amod￨flight flight￨NN￨nsubj￨mn0 from￨IN￨case￨ci0 ci0￨NNP￨nmod￨flight to￨TO￨mark￨mn0 ci1￨RB￨advmod￨mn0 be￨VB￨cop￨mn0 on￨IN￨case￨mn0 mn0￨NN￨ccomp￨see dn0￨.￨punct￨let
show￨VB￨root￨ROOT me￨PRP￨iobj￨show all￨DT￨det￨flight flight￨NN￨obj￨show on￨IN￨case￨al0 al0￨NN￨nmod￨flight from￨IN￨case￨ci0 ci0￨NNP￨obl￨show to￨IN￨mark￨ci1 ci1￨VB￨advcl￨show california￨NNP￨obj￨ci1 which￨WDT￨nsubj￨leav leav￨VBZ￨acl:relcl￨california after￨IN￨case￨am ti0￨CD￨nummod￨am o'clock￨NN￨nummod￨am am￨NN￨obl￨leav
i￨PRP￨nsubj￨like 'd￨MD￨aux￨like like￨VB￨root￨ROOT to￨TO￨mark￨book book￨VB￨xcomp￨like a￨DT￨det￨flight flight￨NN￨obj￨book from￨IN￨case￨ci0 ci0￨NNP￨nmod￨flight to￨IN￨case￨ci1 ci1￨NNP￨obl￨book and￨CC￨cc￨like i￨PRP￨nsubj￨like 'd￨MD￨aux￨like like￨VB￨conj￨like to￨TO￨mark￨go go￨VB￨xcomp￨like on￨RB￨advmod￨go al0￨.￨punct￨like
show￨VB￨root￨ROOT me￨PRP￨iobj￨show the￨DT￨det￨itinerari itinerari￨NN￨obj￨show of￨IN￨case￨flight the￨DT￨det￨flight connect￨NN￨compound￨flight flight￨NN￨nmod￨itinerari from￨IN￨case￨ci0 ci0￨NNP￨nmod￨flight to￨IN￨case￨ci1 ci1￨NN￨nmod￨flight that￨WDT￨nsubj￨depart depart￨VBP￨acl:relcl￨flight ci0￨RB￨advmod￨depart at￨IN￨case￨ti0 ti0￨NN￨obl￨depart
i￨PRP￨nsubj￨need need￨VBP￨root￨ROOT inform￨VB￨xcomp￨need on￨IN￨case￨transport ground￨NN￨compound￨transport transport￨NN￨obl￨inform between￨IN￨case￨airport ap0￨DT￨det￨airport airport￨NN￨nmod￨transport and￨CC￨cc￨ci0 ci0￨VB￨conj￨inform downtown￨NN￨obj￨ci0 in￨IN￨case￨citi the￨DT￨det￨citi citi￨NNP￨obl￨ci0 of￨IN￨case￨ci0 ci0￨NNP￨nmod￨citi
is￨VBZ￨root￨ROOT there￨EX￨expl￨is an￨DT￨det￨airlin airlin￨NN￨nsubj￨is that￨WDT￨nsubj￨has has￨VBZ￨acl:relcl￨airlin a￨DT￨det￨flight flight￨NN￨obj￨has from￨IN￨case￨ci1 ci1￨NNP￨nmod￨flight to￨TO￨mark￨ci0 ci0￨VB￨advcl￨has with￨IN￨case￨stop a￨DT￨det￨stop stop￨NN￨obl￨ci0 in￨IN￨nmod￨stop ci2￨.￨punct￨is
i￨PRP￨nsubj￨look 'm￨VBP￨aux￨look look￨VB￨root￨ROOT for￨IN￨case￨travel a￨DT￨det￨travel flight￨NN￨compound￨travel travel￨NN￨obl￨look from￨IN￨case￨ci0 ci0￨NNP￨nmod￨travel to￨TO￨case￨way ci1￨DT￨det￨way one￨CD￨nummod￨way way￨NN￨obl￨look and￨CC￨cc￨way the￨DT￨det￨way cheapest￨JJS￨amod￨way way￨NN￨conj￨way possibl￨.￨punct￨look
show￨VB￨root￨ROOT me￨PRP￨iobj￨show all￨DT￨det￨flight flight￨NN￨obj￨show direct￨JJ￨xcomp￨show and￨CC￨cc￨connect connect￨VB￨conj￨show from￨IN￨case￨ci0 ci0￨NN￨obl￨connect to￨TO￨mark￨ci1 ci1￨NNP￨advcl￨connect that￨DT￨det￨arriv arriv￨NN￨obj￨ci1 in￨IN￨case￨ci1 ci1￨NNP￨obl￨ci1 befor￨RB￨advmod￨ci1 ti0￨.￨punct￨show
i￨PRP￨nsubj￨like would￨MD￨aux￨like like￨VB￨root￨ROOT flight￨NN￨obj￨like between￨IN￨case￨ci0 ci0￨NNP￨nmod￨flight and￨CC￨cc￨ci1 ci1￨NNP￨conj￨ci0 on￨IN￨case￨mn0 mn0￨NNP￨obl￨like dn0￨TO￨mark￨depart depart￨VB￨advcl￨like at￨IN￨case￨ti0 ti0￨NN￨obl￨depart in￨IN￨case￨afternoon the￨DT￨det￨afternoon afternoon￨NN￨obl￨depart
i￨PRP￨nsubj￨want want￨VBP￨root￨ROOT to￨TO￨mark￨fli fli￨VB￨xcomp￨want from￨IN￨case￨ci0 ci0￨NNP￨obl￨fli to￨IN￨mark￨ci1 ci1￨VB￨advcl￨fli with￨IN￨case￨stop a￨DT￨det￨stop stop￨NN￨obl￨ci1 in￨IN￨case￨ci2 ci2￨NN￨nmod￨stop on￨IN￨case￨flight a￨DT￨det￨flight breakfast￨NN￨compound￨flight flight￨NN￨obl￨ci1
i￨PRP￨nsubj￨like would￨MD￨aux￨like like￨VB￨root￨ROOT to￨TO￨mark￨know know￨VB￨xcomp￨like some￨DT￨det￨inform inform￨NN￨obj￨know on￨IN￨case￨arriv flight￨NN￨compound￨leav leav￨NN￨compound￨arriv ci0￨NN￨compound￨arriv arriv￨NN￨nmod￨inform in￨IN￨case￨ci1 ci1￨NNP￨nmod￨arriv in￨IN￨case￨afternoon the￨DT￨det￨afternoon afternoon￨NN￨obl￨know
show￨VB￨root￨ROOT me￨PRP￨iobj￨show a￨DT￨det￨list list￨NN￨obj￨show of￨IN￨case￨flight flight￨NN￨nmod￨list from￨IN￨case￨ci0 ci0￨NN￨nmod￨list to￨IN￨case￨leav ci1￨NN￨compound￨leav leav￨NN￨obl￨show after￨IN￨case￨ti0 ti0￨NN￨obl￨show and￨CC￨cc￨arriv arriv￨NN￨conj￨ti0 befor￨RB￨advmod￨ti0 ti1￨.￨punct￨show
what￨WP￨root￨ROOT is￨VBZ￨cop￨what the￨DT￨det￨fare lowest￨JJS￨amod￨fare price￨NN￨compound￨fare fare￨NN￨nsubj￨what from￨IN￨case￨ci1 ci1￨NNP￨nmod￨fare to￨IN￨case￨ci0 ci0￨NNP￨nmod￨fare on￨IN￨case￨flight flight￨NN￨nmod￨fare al0￨IN￨case￨fn0 fn0￨NNP￨nmod￨flight and￨CC￨cc￨al0 al0￨NNP￨conj￨fn0 fn1￨.￨punct￨what
show￨VB￨root￨ROOT me￨PRP￨iobj￨show the￨DT￨det￨ci0 least￨RBS￨nmod￨expens expens￨JJ￨amod￨ci0 flight￨NN￨compound￨leav leav￨NN￨compound￨ci0 ci0￨NN￨obj￨show on￨IN￨case￨da0 da0￨NN￨nmod￨ci0 after￨IN￨case￨ti0 ti0￨CD￨nummod￨ti0 o'clock￨NN￨compound￨ti0 ti0￨NN￨obl￨show and￨CC￨cc￨arriv arriv￨NN￨conj￨ti0 ci1￨.￨punct￨show
what￨WP￨root￨ROOT are￨VBP￨cop￨what my￨PRP$￨nmod:poss￨choic choic￨NN￨nsubj￨what of￨IN￨case￨flight flight￨NN￨nmod￨choic to￨TO￨mark￨get get￨VB￨acl￨choic from￨IN￨case￨ci0 ci0￨NN￨obl￨get to￨IN￨case￨arriv ci1￨NNP￨compound￨arriv arriv￨NN￨obl￨get about￨IN￨case￨ti0 ti0￨NN￨obl￨get in￨RB￨advmod￨ti0 ci1￨.￨punct￨what
i￨PRP￨nsubj￨want want￨VBP￨root￨ROOT to￨TO￨mark￨leav leav￨VB￨xcomp￨want from￨IN￨case￨ci0 ci0￨NNP￨obl￨leav and￨CC￨cc￨go go￨VB￨conj￨leav to￨IN￨case￨ci2 ci1￨NNP￨compound￨ci2 ci2￨NN￨obl￨go and￨CC￨cc￨ci3 ci3￨VB￨conj￨go pleas￨NNS￨obj￨ci3 list￨VB￨xcomp￨ci3 these￨DT￨det￨flight flight￨NN￨obj￨list
all￨DT￨nsubj￨give right￨RB￨advmod￨give give￨VBP￨root￨ROOT me￨PRP￨iobj￨give the￨DT￨det￨time flight￨NN￨compound￨time time￨NN￨obj￨give in￨IN￨case￨morn the￨DT￨det￨morn morn￨NN￨nmod￨time on￨IN￨case￨m m￨NN￨compound￨n0 n0￨NN￨compound￨dn0 dn0￨NN￨nmod￨time from￨IN￨case￨ci1 ci1￨NNP￨obl￨give to￨IN￨case￨ci0 ci0￨NNP￨nmod￨ci1
i￨PRP￨nsubj￨want want￨VBP￨root￨ROOT to￨TO￨mark￨know know￨VB￨xcomp￨want what￨WDT￨det￨flight flight￨NN￨obj￨know you￨PRP￨nsubj￨have have￨VBP￨acl:relcl￨flight avail￨NN￨compound￨coach coach￨NN￨obj￨have or￨CC￨cc￨class economi￨NN￨compound￨class class￨NN￨conj￨coach from￨IN￨case￨ci0 ci0￨NN￨obl￨have to￨IN￨case￨ci1 ci1￨NNP￨nmod￨ci0
i￨PRP￨nsubj￨need need￨VBP￨root￨ROOT a￨DT￨det￨flight flight￨NN￨obj￨need from￨IN￨case￨ci0 ci0￨NNP￨nmod￨flight to￨TO￨case￨stop ci1￨DT￨det￨stop stop￨NN￨obl￨need in￨IN￨case￨ci2 ci2￨NN￨nmod￨stop the￨DT￨det￨flight flight￨NN￨nsubj￨serv should￨MD￨aux￨serv also￨RB￨advmod￨serv serv￨VB￨parataxis￨need lunch￨NN￨obj￨serv
show￨VB￨root￨ROOT me￨PRP￨iobj￨show the￨DT￨det￨itinerari itinerari￨NN￨obj￨show for￨IN￨case￨flight the￨DT￨det￨flight connect￨NN￨compound￨flight flight￨NN￨nmod￨itinerari from￨IN￨case￨ci0 ci0￨NNP￨nmod￨flight to￨IN￨case￨ci1 ci1￨NN￨nmod￨flight that￨WDT￨nsubj￨depart depart￨VBP￨acl:relcl￨flight ci0￨RB￨advmod￨depart at￨IN￨case￨ti0 ti0￨NN￨obl￨depart
i￨PRP￨nsubj￨like 'd￨MD￨aux￨like like￨VB￨root￨ROOT to￨TO￨mark￨buy buy￨VB￨xcomp￨like a￨DT￨det￨ticket coach￨NN￨compound￨class class￨NN￨compound￨ticket ticket￨NN￨obj￨buy from￨IN￨case￨ci0 ci0￨NNP￨obl￨buy to￨IN￨case￨ci1 ci1￨NNP￨obl￨buy with￨IN￨case￨stopov a￨DT￨det￨stopov stopov￨NN￨obl￨buy in￨IN￨case￨ci2 ci2￨NNP￨nmod￨stopov
list￨VB￨root￨ROOT all￨DT￨det￨flight flight￨NN￨obj￨list on￨IN￨case￨al0 al0￨NN￨nmod￨flight which￨WDT￨nsubj￨leav leav￨VBP￨acl:relcl￨flight ci0￨NN￨obj￨leav and￨CC￨cc￨arriv arriv￨VB￨conj￨leav in￨IN￨mark￨depart ci1￨TO￨mark￨depart depart￨VB￨advcl￨arriv on￨IN￨case￨da0 da0￨NN￨obl￨depart after￨RB￨advmod￨depart ti0￨.￨punct￨list
show￨VB￨root￨ROOT nonstop￨JJ￨amod￨flight flight￨NN￨obj￨show from￨IN￨case￨ci0 ci0￨NNP￨nmod￨flight to￨IN￨case￨ci1 ci1￨NNP￨obl￨show on￨IN￨case￨da0 a￨DT￨det￨da0 da0￨NN￨obl￨show which￨WDT￨nsubj￨cost cost￨VBP￨acl:relcl￨da0 less￨JJR￨advmod￨one than￨IN￨fixed￨less do0￨DT￨det￨way one￨CD￨nummod￨way way￨NN￨obj￨cost
is￨VBZ￨root￨ROOT there￨EX￨expl￨is a￨DT￨det￨flight flight￨NN￨nsubj￨is from￨IN￨case￨ci1 ci1￨NNP￨nmod￨flight to￨IN￨case￨ci0 ci0￨NNP￨nmod￨flight on￨IN￨case￨leav al0￨NNP￨compound￨leav leav￨NN￨nmod￨flight after￨IN￨case￨o'clock ti0￨CD￨nummod￨o'clock o'clock￨NN￨obl￨is in￨IN￨case￨afternoon the￨DT￨det￨afternoon afternoon￨NN￨nmod￨o'clock
